Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene Synonym
ENSG00000100003	22	30396941	30425303	SEC14L2	KIAA1186
ENSG00000100003	22	30396941	30425303	SEC14L2	KIAA1658
ENSG00000100003	22	30396941	30425303	SEC14L2	SPF
ENSG00000100003	22	30396941	30425303	SEC14L2	TAP
ENSG00000100003	22	30396941	30425303	SEC14L2	TAP1
ENSG00000100012	22	30447959	30472017	SEC14L3	TAP2
ENSG00000133488	22	30488902	30505711	SEC14L4	dJ130H16.5
ENSG00000133488	22	30488902	30505711	SEC14L4	TAP3
ENSG00000148396	9	136440096	136483759	SEC16A	KIAA0310
ENSG00000148396	9	136440096	136483759	SEC16A	p250
ENSG00000148396	9	136440096	136483759	SEC16A	Sec16L
ENSG00000265808	1	120150898	120176520	SEC22B	ERS-24
ENSG00000265808	1	120150898	120176520	SEC22B	SEC22L1
ENSG00000101310	20	18507520	18561415	SEC23B	CDA-II
ENSG00000101310	20	18507520	18561415	SEC23B	CDAII
ENSG00000101310	20	18507520	18561415	SEC23B	CDAN2
ENSG00000101310	20	18507520	18561415	SEC23B	HEMPAS
ENSG00000176986	10	73744372	73772161	SEC24C	KIAA0079
ENSG00000150961	4	118722823	118838683	SEC24D	KIAA0755
ENSG00000138674	4	82818509	82901166	SEC31A	ABP125
ENSG00000138674	4	82818509	82901166	SEC31A	ABP130
ENSG00000138674	4	82818509	82901166	SEC31A	KIAA0905
ENSG00000138674	4	82818509	82901166	SEC31A	SEC31L1
ENSG00000075826	10	100486646	100519864	SEC31B	DKFZP434M183
ENSG00000075826	10	100486646	100519864	SEC31B	SEC31B-1
ENSG00000075826	10	100486646	100519864	SEC31B	SEC31L2
ENSG00000065665	10	12129637	12169961	SEC61A2	FLJ10578
ENSG00000132432	7	54752250	54759974	SEC61G	SSS1
ENSG00000187742	9	89318500	89359663	SECISBP2	SBP2
ENSG00000138593	15	48988476	49046447	SECISBP2L	KIAA0256
ENSG00000141574	17	82321024	82334074	SECTM1	K12
ENSG00000085415	18	12947133	12987536	SEH1L	SEC13L
ENSG00000085415	18	12947133	12987536	SEH1L	Seh1
ENSG00000085415	18	12947133	12987536	SEH1L	SEH1A
ENSG00000085415	18	12947133	12987536	SEH1L	SEH1B
ENSG00000101251	20	13849247	13996443	SEL1L2	C20orf50
ENSG00000101251	20	13849247	13996443	SEL1L2	DKFZp434C1826
ENSG00000091490	4	25747433	25863760	SEL1L3	KIAA0746
ENSG00000007908	1	169722640	169764705	SELE	CD62E
ENSG00000007908	1	169722640	169764705	SELE	ELAM
ENSG00000007908	1	169722640	169764705	SELE	ELAM1
ENSG00000007908	1	169722640	169764705	SELE	ESEL
ENSG00000198832	22	31104772	31120069	SELENOM	SELM
ENSG00000198832	22	31104772	31120069	SELENOM	SEPM
ENSG00000073169	22	50201011	50217616	SELENOO	SELO
ENSG00000250722	5	42799880	42887392	SELENOP	SELP
ENSG00000250722	5	42799880	42887392	SELENOP	SeP
ENSG00000250722	5	42799880	42887392	SELENOP	SEPP
ENSG00000250722	5	42799880	42887392	SELENOP	SEPP1
ENSG00000131871	15	101270817	101277500	SELENOS	AD-015
ENSG00000131871	15	101270817	101277500	SELENOS	MGC2553
ENSG00000131871	15	101270817	101277500	SELENOS	SBBI8
ENSG00000131871	15	101270817	101277500	SELENOS	SELS
ENSG00000131871	15	101270817	101277500	SELENOS	SEPS1
ENSG00000131871	15	101270817	101277500	SELENOS	VIMP
ENSG00000188404	1	169690665	169711702	SELL	CD62L
ENSG00000188404	1	169690665	169711702	SELL	hLHRc
ENSG00000188404	1	169690665	169711702	SELL	LAM-1
ENSG00000188404	1	169690665	169711702	SELL	LAM1
ENSG00000188404	1	169690665	169711702	SELL	Leu-8
ENSG00000188404	1	169690665	169711702	SELL	LNHR
ENSG00000188404	1	169690665	169711702	SELL	LSEL
ENSG00000188404	1	169690665	169711702	SELL	Lyam-1
ENSG00000188404	1	169690665	169711702	SELL	LYAM1
ENSG00000188404	1	169690665	169711702	SELL	PLNHR
ENSG00000075213	7	83955777	84492724	SEMA3A	coll-1
ENSG00000075213	7	83955777	84492724	SEMA3A	Hsema-I
ENSG00000075213	7	83955777	84492724	SEMA3A	SEMA1
ENSG00000075213	7	83955777	84492724	SEMA3A	SEMAD
ENSG00000075213	7	83955777	84492724	SEMA3A	SemD
ENSG00000075223	7	80742538	80922359	SEMA3C	SEMAE
ENSG00000075223	7	80742538	80922359	SEMA3C	SemE
ENSG00000001617	3	50155045	50189075	SEMA3F	Sema4
ENSG00000001617	3	50155045	50189075	SEMA3F	SEMAK
ENSG00000187764	9	89360787	89498130	SEMA4D	C9orf164
ENSG00000187764	9	89360787	89498130	SEMA4D	CD100
ENSG00000187764	9	89360787	89498130	SEMA4D	coll-4
ENSG00000187764	9	89360787	89498130	SEMA4D	FLJ39737
ENSG00000187764	9	89360787	89498130	SEMA4D	SEMAJ
ENSG00000112902	5	9035033	9546075	SEMA5A	SEMAF
ENSG00000112902	5	9035033	9546075	SEMA5A	semF
ENSG00000082684	3	122909082	123028605	SEMA5B	FLJ10372
ENSG00000082684	3	122909082	123028605	SEMA5B	KIAA1445
ENSG00000082684	3	122909082	123028605	SEMA5B	SEMAG
ENSG00000082684	3	122909082	123028605	SEMA5B	SemG
ENSG00000092421	5	116443555	116574823	SEMA6A	HT018
ENSG00000092421	5	116443555	116574823	SEMA6A	KIAA1368
ENSG00000092421	5	116443555	116574823	SEMA6A	SEMA
ENSG00000092421	5	116443555	116574823	SEMA6A	SEMA6A1
ENSG00000092421	5	116443555	116574823	SEMA6A	SEMAQ
ENSG00000167680	19	4542593	4581776	SEMA6B	SEM-SEMA-Z
ENSG00000167680	19	4542593	4581776	SEMA6B	SEMA-VIB
ENSG00000167680	19	4542593	4581776	SEMA6B	SEMAN
ENSG00000167680	19	4542593	4581776	SEMA6B	semaZ
ENSG00000137872	15	47184101	47774228	SEMA6D	FLJ11598
ENSG00000137872	15	47184101	47774228	SEMA6D	KIAA1479
ENSG00000288455	CHR_HG2198_PATCH	74411133	74435802	SEMA7A	CD108
ENSG00000288455	CHR_HG2198_PATCH	74411133	74435802	SEMA7A	H-Sema-L
ENSG00000288455	CHR_HG2198_PATCH	74411133	74435802	SEMA7A	SEMAL
ENSG00000124233	20	45207033	45209768	SEMG1	CT103
ENSG00000124233	20	45207033	45209768	SEMG1	SEMG
ENSG00000124157	20	45221373	45224458	SEMG2	SGII
ENSG00000163904	3	185582496	185633551	SENP2	AXAM2
ENSG00000163904	3	185582496	185633551	SENP2	DKFZp762A2316
ENSG00000163904	3	185582496	185633551	SENP2	KIAA1331
ENSG00000163904	3	185582496	185633551	SENP2	SMT3IP2
ENSG00000161956	17	7561919	7571969	SENP3	DKFZP586K0919
ENSG00000161956	17	7561919	7571969	SENP3	DKFZp762A152
ENSG00000161956	17	7561919	7571969	SENP3	SMT3IP1
ENSG00000161956	17	7561919	7571969	SENP3	SSP3
ENSG00000161956	17	7561919	7571969	SENP3	Ulp1
ENSG00000112701	6	75601509	75718281	SENP6	KIAA0797
ENSG00000112701	6	75601509	75718281	SENP6	SUSP1
ENSG00000086475	10	13317428	13348298	SEPHS1	SPS
ENSG00000086475	10	13317428	13348298	SEPHS1	SPS1
ENSG00000100167	22	41969443	41998221	SEPTIN3	SEP3
ENSG00000100167	22	41969443	41998221	SEPTIN3	SEPT3
ENSG00000184702	22	19714503	19724224	SEPTIN5	H5
ENSG00000184702	22	19714503	19724224	SEPTIN5	HCDCREL-1
ENSG00000184702	22	19714503	19724224	SEPTIN5	PNUTL1
ENSG00000184702	22	19714503	19724224	SEPTIN5	SEPT5
ENSG00000125354	X	119615724	119693370	SEPTIN6	KIAA0128
ENSG00000125354	X	119615724	119693370	SEPTIN6	MGC16619
ENSG00000125354	X	119615724	119693370	SEPTIN6	MGC20339
ENSG00000125354	X	119615724	119693370	SEPTIN6	SEP2
ENSG00000125354	X	119615724	119693370	SEPTIN6	SEPT2
ENSG00000125354	X	119615724	119693370	SEPTIN6	SEPT6
ENSG00000164402	5	132750819	132807241	SEPTIN8	KIAA0202
ENSG00000164402	5	132750819	132807241	SEPTIN8	SEP2
ENSG00000164402	5	132750819	132807241	SEPTIN8	SEPT8
ENSG00000282302	CHR_HSCHR17_3_CTG4	77292191	77306525	SEPTIN9	AF17q25
ENSG00000282302	CHR_HSCHR17_3_CTG4	77292191	77306525	SEPTIN9	KIAA0991
ENSG00000282302	CHR_HSCHR17_3_CTG4	77292191	77306525	SEPTIN9	MSF
ENSG00000282302	CHR_HSCHR17_3_CTG4	77292191	77306525	SEPTIN9	MSF1
ENSG00000282302	CHR_HSCHR17_3_CTG4	77292191	77306525	SEPTIN9	PNUTL4
ENSG00000282302	CHR_HSCHR17_3_CTG4	77292191	77306525	SEPTIN9	SEPT9
ENSG00000282302	CHR_HSCHR17_3_CTG4	77292191	77306525	SEPTIN9	SeptD1
ENSG00000186522	2	109542799	109614143	SEPTIN10	FLJ11619
ENSG00000186522	2	109542799	109614143	SEPTIN10	SEPT10
ENSG00000140623	16	4777606	4788398	SEPTIN12	FLJ25410
ENSG00000140623	16	4777606	4788398	SEPTIN12	SEPT12
ENSG00000275581	CHR_HSCHR5_1_CTG1_1	70244409	70262299	SERF1A	4F5
ENSG00000275581	CHR_HSCHR5_1_CTG1_1	70244409	70262299	SERF1A	FAM2A
ENSG00000275581	CHR_HSCHR5_1_CTG1_1	70244409	70262299	SERF1A	H4F5
ENSG00000275581	CHR_HSCHR5_1_CTG1_1	70244409	70262299	SERF1A	SERF1
ENSG00000275581	CHR_HSCHR5_1_CTG1_1	70244409	70262299	SERF1A	SMAM1
ENSG00000277429	CHR_HSCHR5_1_CTG1_1	70045915	70063796	SERF1B	FAM2B
ENSG00000278839	CHR_HSCHR5_2_CTG1_1	69709074	69726961	SERF1B	FAM2B
ENSG00000205572	5	70025247	70043113	SERF1B	FAM2B
ENSG00000277429	CHR_HSCHR5_1_CTG1_1	70045915	70063796	SERF1B	H4F5C
ENSG00000278839	CHR_HSCHR5_2_CTG1_1	69709074	69726961	SERF1B	H4F5C
ENSG00000205572	5	70025247	70043113	SERF1B	H4F5C
ENSG00000140264	15	43777087	43804427	SERF2	4F5REL
ENSG00000140264	15	43777087	43804427	SERF2	FAM2C
ENSG00000140264	15	43777087	43804427	SERF2	H4F5rel
ENSG00000140264	15	43777087	43804427	SERF2	HsT17089
ENSG00000129158	11	17788048	18013047	SERGEF	DelGEF
ENSG00000129158	11	17788048	18013047	SERGEF	Gnefr
ENSG00000168528	1	31409565	31434680	SERINC2	FKSG84
ENSG00000168528	1	31409565	31434680	SERINC2	PRO0899
ENSG00000168528	1	31409565	31434680	SERINC2	TDE2
ENSG00000168528	1	31409565	31434680	SERINC2	TDE2L
ENSG00000132824	20	44496221	44522085	SERINC3	AIGP1
ENSG00000132824	20	44496221	44522085	SERINC3	DIFF33
ENSG00000132824	20	44496221	44522085	SERINC3	SBBI99
ENSG00000132824	20	44496221	44522085	SERINC3	TDE
ENSG00000132824	20	44496221	44522085	SERINC3	TDE1
ENSG00000132824	20	44496221	44522085	SERINC3	TMS-1
ENSG00000164300	5	80111651	80256048	SERINC5	C5orf12
ENSG00000164300	5	80111651	80256048	SERINC5	TPO1
ENSG00000120742	3	150541998	150603228	SERP1	FLJ43424
ENSG00000120742	3	150541998	150603228	SERP1	RAMP4
ENSG00000151778	13	44373665	44397714	SERP2	bA269C23.1
ENSG00000151778	13	44373665	44397714	SERP2	C13orf21
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1	A1A
ENSG00000197249	14	94376747	94390693	SERPINA1	A1A
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1	A1AT
ENSG00000197249	14	94376747	94390693	SERPINA1	A1AT
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1	AAT
ENSG00000197249	14	94376747	94390693	SERPINA1	AAT
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1	alpha-1-antitrypsin
ENSG00000197249	14	94376747	94390693	SERPINA1	alpha-1-antitrypsin
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1	alpha1AT
ENSG00000197249	14	94376747	94390693	SERPINA1	alpha1AT
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1	PI
ENSG00000197249	14	94376747	94390693	SERPINA1	PI
ENSG00000277377	CHR_HSCHR14_7_CTG1	94378757	94392703	SERPINA1	PI1
ENSG00000197249	14	94376747	94390693	SERPINA1	PI1
ENSG00000274821	CHR_HSCHR14_7_CTG1	94363640	94374417	SERPINA2	ARGS
ENSG00000274821	CHR_HSCHR14_7_CTG1	94363640	94374417	SERPINA2	ATR
ENSG00000274821	CHR_HSCHR14_7_CTG1	94363640	94374417	SERPINA2	PIL
ENSG00000274821	CHR_HSCHR14_7_CTG1	94363640	94374417	SERPINA2	SERPINA2P
ENSG00000196136	14	94612384	94624055	SERPINA3	AACT
ENSG00000196136	14	94612384	94624055	SERPINA3	ACT
ENSG00000100665	14	94561442	94569913	SERPINA4	KAL
ENSG00000100665	14	94561442	94569913	SERPINA4	KLST
ENSG00000100665	14	94561442	94569913	SERPINA4	KST
ENSG00000100665	14	94561442	94569913	SERPINA4	PI4
ENSG00000188488	14	94561442	94593118	SERPINA5	PAI3
ENSG00000188488	14	94561442	94593118	SERPINA5	PCI
ENSG00000188488	14	94561442	94593118	SERPINA5	PLANH3
ENSG00000188488	14	94561442	94593118	SERPINA5	PROCI
ENSG00000277405	CHR_HSCHR14_7_CTG1	94304248	94323394	SERPINA6	CBG
ENSG00000170099	14	94304248	94323389	SERPINA6	CBG
ENSG00000123561	X	106032435	106038727	SERPINA7	TBG
ENSG00000170054	14	94462717	94479689	SERPINA9	GCET1
ENSG00000170054	14	94462717	94479689	SERPINA9	SERPINA11b
ENSG00000278767	CHR_HSCHR14_7_CTG1	94280460	94293271	SERPINA10	PZI
ENSG00000140093	14	94280460	94293268	SERPINA10	PZI
ENSG00000278767	CHR_HSCHR14_7_CTG1	94280460	94293271	SERPINA10	ZPI
ENSG00000140093	14	94280460	94293268	SERPINA10	ZPI
ENSG00000165953	14	94487274	94517844	SERPINA12	OL-64
ENSG00000021355	6	2832332	2841959	SERPINB1	EI
ENSG00000021355	6	2832332	2841959	SERPINB1	ELANH2
ENSG00000021355	6	2832332	2841959	SERPINB1	LEI
ENSG00000021355	6	2832332	2841959	SERPINB1	MNEI
ENSG00000021355	6	2832332	2841959	SERPINB1	PI2
ENSG00000197632	18	63871692	63903888	SERPINB2	HsT1201
ENSG00000197632	18	63871692	63903888	SERPINB2	PAI-2
ENSG00000197632	18	63871692	63903888	SERPINB2	PAI2
ENSG00000197632	18	63871692	63903888	SERPINB2	PLANH2
ENSG00000057149	18	63655197	63661893	SERPINB3	HsT1196
ENSG00000057149	18	63655197	63661893	SERPINB3	SCC
ENSG00000057149	18	63655197	63661893	SERPINB3	SCCA1
ENSG00000057149	18	63655197	63661893	SERPINB3	T4-A
ENSG00000206073	18	63637259	63644256	SERPINB4	LEUPIN
ENSG00000206073	18	63637259	63644256	SERPINB4	PI11
ENSG00000206073	18	63637259	63644256	SERPINB4	SCCA-2
ENSG00000206073	18	63637259	63644256	SERPINB4	SCCA1
ENSG00000206073	18	63637259	63644256	SERPINB4	SCCA2
ENSG00000206075	18	63476958	63505085	SERPINB5	maspin
ENSG00000206075	18	63476958	63505085	SERPINB5	PI5
ENSG00000124570	6	2948159	2972165	SERPINB6	CAP
ENSG00000124570	6	2948159	2972165	SERPINB6	DFNB91
ENSG00000124570	6	2948159	2972165	SERPINB6	PI6
ENSG00000124570	6	2948159	2972165	SERPINB6	PTI
ENSG00000166401	18	63970029	64019779	SERPINB8	CAP2
ENSG00000166401	18	63970029	64019779	SERPINB8	PI8
ENSG00000170542	6	2887270	2903309	SERPINB9	CAP3
ENSG00000170542	6	2887270	2903309	SERPINB9	PI9
ENSG00000242550	18	63907958	63936111	SERPINB10	PI10
ENSG00000197641	18	63586989	63604639	SERPINB13	HUR7
ENSG00000197641	18	63586989	63604639	SERPINB13	PI13
ENSG00000099937	22	20774113	20787720	SERPIND1	D22S673
ENSG00000099937	22	20774113	20787720	SERPIND1	HC-II
ENSG00000099937	22	20774113	20787720	SERPIND1	HC2
ENSG00000099937	22	20774113	20787720	SERPIND1	HCF2
ENSG00000099937	22	20774113	20787720	SERPIND1	HLS2
ENSG00000106366	7	101127104	101139247	SERPINE1	PAI
ENSG00000106366	7	101127104	101139247	SERPINE1	PAI1
ENSG00000106366	7	101127104	101139247	SERPINE1	PLANH1
ENSG00000282307	CHR_HSCHR17_1_CTG2	1760880	1765915	SERPINF1	EPC-1
ENSG00000132386	17	1762029	1777565	SERPINF1	EPC-1
ENSG00000282307	CHR_HSCHR17_1_CTG2	1760880	1765915	SERPINF1	PEDF
ENSG00000132386	17	1762029	1777565	SERPINF1	PEDF
ENSG00000282307	CHR_HSCHR17_1_CTG2	1760880	1765915	SERPINF1	PIG35
ENSG00000132386	17	1762029	1777565	SERPINF1	PIG35
ENSG00000276838	CHR_HSCHR17_1_CTG2	1741760	1754189	SERPINF2	A2AP
ENSG00000167711	17	1742836	1755265	SERPINF2	A2AP
ENSG00000276838	CHR_HSCHR17_1_CTG2	1741760	1754189	SERPINF2	AAP
ENSG00000167711	17	1742836	1755265	SERPINF2	AAP
ENSG00000276838	CHR_HSCHR17_1_CTG2	1741760	1754189	SERPINF2	ALPHA-2-PI
ENSG00000167711	17	1742836	1755265	SERPINF2	ALPHA-2-PI
ENSG00000276838	CHR_HSCHR17_1_CTG2	1741760	1754189	SERPINF2	alpha2AP
ENSG00000167711	17	1742836	1755265	SERPINF2	alpha2AP
ENSG00000276838	CHR_HSCHR17_1_CTG2	1741760	1754189	SERPINF2	API
ENSG00000167711	17	1742836	1755265	SERPINF2	API
ENSG00000276838	CHR_HSCHR17_1_CTG2	1741760	1754189	SERPINF2	PLI
ENSG00000167711	17	1742836	1755265	SERPINF2	PLI
ENSG00000149257	11	75562056	75572783	SERPINH1	CBP1
ENSG00000149257	11	75562056	75572783	SERPINH1	CBP2
ENSG00000149257	11	75562056	75572783	SERPINH1	HSP47
ENSG00000149257	11	75562056	75572783	SERPINH1	SERPINH2
ENSG00000197019	19	40421589	40425992	SERTAD1	SEI1
ENSG00000197019	19	40421589	40425992	SERTAD1	TRIP-Br1
ENSG00000167565	19	40440844	40444335	SERTAD3	RBT1
ENSG00000281230	CHR_HG1832_PATCH	210232796	210246631	SERTAD4	DJ667H12.2
ENSG00000180440	13	36674020	36697839	SERTM1	C13orf36
ENSG00000260802	X	111511645	111522399	SERTM2	LINC00890
ENSG00000285069	CHR_HSCHR1_8_CTG3	28259518	28282491	SESN2	DKFZp761M0212
ENSG00000130766	1	28259518	28282491	SESN2	DKFZp761M0212
ENSG00000285069	CHR_HSCHR1_8_CTG3	28259518	28282491	SESN2	HI95
ENSG00000130766	1	28259518	28282491	SESN2	HI95
ENSG00000285069	CHR_HSCHR1_8_CTG3	28259518	28282491	SESN2	SES2
ENSG00000130766	1	28259518	28282491	SESN2	SES2
ENSG00000285069	CHR_HSCHR1_8_CTG3	28259518	28282491	SESN2	SEST2
ENSG00000130766	1	28259518	28282491	SESN2	SEST2
ENSG00000152217	18	44680173	45068510	SETBP1	KIAA0437
ENSG00000152217	18	44680173	45068510	SETBP1	SEB
ENSG00000183576	14	99397748	99480889	SETD3	C14orf154
ENSG00000183576	14	99397748	99480889	SETD3	FLJ23027
ENSG00000185917	21	36034541	36079389	SETD4	C21orf18
ENSG00000185917	21	36034541	36079389	SETD4	C21orf27
ENSG00000136169	13	49444274	49495003	SETDB2	C13orf4
ENSG00000136169	13	49444274	49495003	SETDB2	CLLD8
ENSG00000136169	13	49444274	49495003	SETDB2	CLLL8
ENSG00000136169	13	49444274	49495003	SETDB2	KMT1F
ENSG00000107290	9	132261356	132354986	SETX	ALS4
ENSG00000107290	9	132261356	132354986	SETX	AOA2
ENSG00000107290	9	132261356	132354986	SETX	KIAA0625
ENSG00000107290	9	132261356	132354986	SETX	SCAR1
ENSG00000107290	9	132261356	132354986	SETX	Sen1
ENSG00000107290	9	132261356	132354986	SETX	STEX
ENSG00000099995	22	30331988	30356919	SF3A1	Prp21
ENSG00000099995	22	30331988	30356919	SF3A1	PRPF21
ENSG00000099995	22	30331988	30356919	SF3A1	SAP114
ENSG00000099995	22	30331988	30356919	SF3A1	SF3a120
ENSG00000183431	1	37956975	37990075	SF3A3	PRP9
ENSG00000183431	1	37956975	37990075	SF3A3	PRPF9
ENSG00000183431	1	37956975	37990075	SF3A3	SAP61
ENSG00000183431	1	37956975	37990075	SF3A3	SF3a60
ENSG00000087365	11	66050729	66069308	SF3B2	Cus1
ENSG00000087365	11	66050729	66069308	SF3B2	SAP145
ENSG00000087365	11	66050729	66069308	SF3B2	SF3b1
ENSG00000087365	11	66050729	66069308	SF3B2	SF3b145
ENSG00000189091	16	70523791	70577670	SF3B3	KIAA0017
ENSG00000189091	16	70523791	70577670	SF3B3	RSE1
ENSG00000189091	16	70523791	70577670	SF3B3	SAP130
ENSG00000189091	16	70523791	70577670	SF3B3	SF3b130
ENSG00000198089	22	31488688	31618588	SFI1	KIAA0542
ENSG00000198089	22	31488688	31618588	SFI1	PISD
ENSG00000198089	22	31488688	31618588	SFI1	PPP1R139
ENSG00000163935	3	52903572	53046750	SFMBT1	DKFZp434L243
ENSG00000163935	3	52903572	53046750	SFMBT1	RU1
ENSG00000163935	3	52903572	53046750	SFMBT1	SFMBT
ENSG00000156384	10	104122058	104126385	SFR1	bA373N18.1
ENSG00000156384	10	104122058	104126385	SFR1	C10orf78
ENSG00000156384	10	104122058	104126385	SFR1	FLJ41960
ENSG00000156384	10	104122058	104126385	SFR1	MEI5
ENSG00000156384	10	104122058	104126385	SFR1	MEIR5
ENSG00000104332	8	41261962	41309473	SFRP1	FRP
ENSG00000104332	8	41261962	41309473	SFRP1	FRP-1
ENSG00000104332	8	41261962	41309473	SFRP1	SARP2
ENSG00000145423	4	153780591	153789083	SFRP2	FRP-2
ENSG00000145423	4	153780591	153789083	SFRP2	SARP1
ENSG00000145423	4	153780591	153789083	SFRP2	SDF-5
ENSG00000106483	7	37905932	38025695	SFRP4	FRP-4
ENSG00000106483	7	37905932	38025695	SFRP4	frpHE
ENSG00000106483	7	37905932	38025695	SFRP4	FRZB-2
ENSG00000120057	10	97766751	97771999	SFRP5	SARP3
ENSG00000198818	6	166319728	166342576	SFT2D1	C6orf83
ENSG00000198818	6	166319728	166342576	SFT2D1	MGC19825
ENSG00000198818	6	166319728	166342576	SFT2D1	pRGR1
ENSG00000213064	1	168225938	168253021	SFT2D2	dJ747L4.C1.2
ENSG00000213064	1	168225938	168253021	SFT2D2	UNQ512
ENSG00000237814	CHR_HSCHR6_MHC_MCF_CTG1	31009891	31010713	SFTA2	SFTPG
ENSG00000225454	CHR_HSCHR6_MHC_DBB_CTG1	30922062	30922884	SFTA2	SFTPG
ENSG00000230072	CHR_HSCHR6_MHC_MANN_CTG1	30975998	30976820	SFTA2	SFTPG
ENSG00000224246	CHR_HSCHR6_MHC_COX_CTG1	30921066	30921888	SFTA2	SFTPG
ENSG00000206465	CHR_HSCHR6_MHC_QBL_CTG1	30920912	30921734	SFTA2	SFTPG
ENSG00000196260	6	30931353	30955636	SFTA2	SFTPG
ENSG00000237814	CHR_HSCHR6_MHC_MCF_CTG1	31009891	31010713	SFTA2	SP-G
ENSG00000225454	CHR_HSCHR6_MHC_DBB_CTG1	30922062	30922884	SFTA2	SP-G
ENSG00000230072	CHR_HSCHR6_MHC_MANN_CTG1	30975998	30976820	SFTA2	SP-G
ENSG00000224246	CHR_HSCHR6_MHC_COX_CTG1	30921066	30921888	SFTA2	SP-G
ENSG00000206465	CHR_HSCHR6_MHC_QBL_CTG1	30920912	30921734	SFTA2	SP-G
ENSG00000196260	6	30931353	30955636	SFTA2	SP-G
ENSG00000122852	10	79610939	79615455	SFTPA1	COLEC4
ENSG00000122852	10	79610939	79615455	SFTPA1	SFTP1
ENSG00000122852	10	79610939	79615455	SFTPA1	SP-A
ENSG00000122852	10	79610939	79615455	SFTPA1	SP-A1
ENSG00000185303	10	79555852	79560407	SFTPA2	COLEC5
ENSG00000185303	10	79555852	79560407	SFTPA2	SP-A2
ENSG00000168484	8	22156913	22164479	SFTPC	BRICD6
ENSG00000168484	8	22156913	22164479	SFTPC	PSP-C
ENSG00000168484	8	22156913	22164479	SFTPC	SFTP2
ENSG00000168484	8	22156913	22164479	SFTPC	SMDP2
ENSG00000168484	8	22156913	22164479	SFTPC	SP-C
ENSG00000133661	10	79937467	79982614	SFTPD	COLEC7
ENSG00000133661	10	79937467	79982614	SFTPD	SFTP4
ENSG00000133661	10	79937467	79982614	SFTPD	SP-D
ENSG00000164466	5	175477062	175529742	SFXN1	FLJ12876
ENSG00000164466	5	175477062	175529742	SFXN1	SLC56A1
ENSG00000156398	10	102714538	102743492	SFXN2	SLC56A2
ENSG00000183605	10	119140767	119165714	SFXN4	SLC56A4
ENSG00000144040	2	72942036	73075619	SFXN5	BBG-TCC
ENSG00000144040	2	72942036	73075619	SFXN5	SLC56A5
ENSG00000127990	7	94524204	94656572	SGCE	DYT11
ENSG00000102683	13	23180979	23325162	SGCG	A4
ENSG00000102683	13	23180979	23325162	SGCG	DAGA4
ENSG00000102683	13	23180979	23325162	SGCG	DMDA
ENSG00000102683	13	23180979	23325162	SGCG	DMDA1
ENSG00000102683	13	23180979	23325162	SGCG	LGMD2C
ENSG00000102683	13	23180979	23325162	SGCG	MAM
ENSG00000102683	13	23180979	23325162	SGCG	MGC130048
ENSG00000102683	13	23180979	23325162	SGCG	SCARMD2
ENSG00000102683	13	23180979	23325162	SGCG	SCG3
ENSG00000102683	13	23180979	23325162	SGCG	TYPE
ENSG00000185053	8	14084845	15238431	SGCZ	ZSG1
ENSG00000176476	16	28553915	28591790	SGF29	CCDC101
ENSG00000176476	16	28553915	28591790	SGF29	FLJ32446
ENSG00000176476	16	28553915	28591790	SGF29	TDRD29
ENSG00000104205	8	66712734	66862022	SGK3	SGK2
ENSG00000104205	8	66712734	66862022	SGK3	SGKL
ENSG00000198964	10	50305586	50625163	SGMS1	MGC17342
ENSG00000198964	10	50305586	50625163	SGMS1	MOB
ENSG00000198964	10	50305586	50625163	SGMS1	SMS1
ENSG00000198964	10	50305586	50625163	SGMS1	TMEM23
ENSG00000129810	3	20160593	20186206	SGO1	NY-BR-85
ENSG00000129810	3	20160593	20186206	SGO1	SGOL1
ENSG00000163082	2	222424543	222562621	SGPP2	FLJ39004
ENSG00000163082	2	222424543	222562621	SGPP2	SPP2
ENSG00000167037	22	24806169	24927578	SGSM1	KIAA1941
ENSG00000167037	22	24806169	24927578	SGSM1	RUTBC2
ENSG00000141258	17	2337498	2381058	SGSM2	KIAA0397
ENSG00000141258	17	2337498	2381058	SGSM2	RUTBC1
ENSG00000100359	22	40370591	40410289	SGSM3	DJ1042K10.2
ENSG00000100359	22	40370591	40410289	SGSM3	RabGAP-5
ENSG00000100359	22	40370591	40410289	SGSM3	RABGAP5
ENSG00000100359	22	40370591	40410289	SGSM3	RUSC3
ENSG00000100359	22	40370591	40410289	SGSM3	RUTBC3
ENSG00000104969	19	2754715	2783362	SGTA	alphaSGT
ENSG00000104969	19	2754715	2783362	SGTA	hSGT
ENSG00000104969	19	2754715	2783362	SGTA	SGT
ENSG00000104969	19	2754715	2783362	SGTA	SGT1
ENSG00000104969	19	2754715	2783362	SGTA	UBP
ENSG00000104969	19	2754715	2783362	SGTA	Vpu
ENSG00000197860	5	65665928	65723035	SGTB	FLJ39002
